tconst,num_seasons,num_episodes,long
tt0086696,2,23,0
tt0086703,3,22,0
tt0086709,2,13,0
tt0086714,3,39,0
tt0086718,4,27,0
tt0086719,2,85,0
tt0086731,2,12,0
tt0086743,2,27,0
tt0086745,2,12,0
tt0086747,2,12,0
tt0086749,2,14,0
tt0086750,2,68,0
tt0086760,3,47,0
tt0086773,3,32,0
tt0086787,4,88,0
tt0086789,3,56,0
tt0086791,3,24,0
tt0086801,2,12,0
tt0086802,4,65,0
tt0086804,2,44,0
tt0086814,4,90,0
tt0086817,4,98,0
tt0086818,2,25,0
tt0086821,2,12,0
tt0086824,3,124,0
tt0086826,4,30,0
tt0086828,2,20,0
tt0086829,4,52,0
tt0086831,2,16,0
tt0088473,3,100,0
tt0088476,4,77,0
tt0088477,3,18,0
tt0088478,2,45,0
tt0088480,3,34,0
tt0088490,4,26,0
tt0088491,2,6,0
tt0088493,3,66,0
tt0088496,2,49,0
tt0088500,4,65,0
tt0088502,3,39,0
tt0088503,3,30,0
tt0088510,2,14,0
tt0088513,4,88,0
tt0088515,2,26,0
tt0088522,2,10,0
tt0088524,2,13,0
tt0088537,4,29,0
tt0088540,2,12,0
tt0088543,2,26,0
tt0088546,2,28,0
tt0088560,2,10,0
tt0088561,2,10,0
tt0088563,2,75,0
tt0088565,3,30,0
tt0088569,2,12,0
tt0088570,2,13,0
tt0088582,4,96,0
tt0088592,2,19,0
tt0088595,3,85,0
tt0088601,3,71,0
tt0088609,2,12,0
tt0088610,4,96,0
tt0088612,3,66,0
tt0088616,4,102,0
tt0088623,2,12,0
tt0088629,2,11,0
tt0088631,4,130,0
tt0088633,2,13,0
tt0088634,3,65,0
tt0088640,3,66,0
tt0089130,2,20,0
tt0090390,4,104,0
tt0090391,2,45,0
tt0090394,2,12,0
tt0090399,3,82,0
tt0090406,2,26,0
tt0090410,2,43,0
tt0090413,2,16,0
tt0090416,2,14,0
tt0090426,3,19,0
tt0090428,2,14,0
tt0090449,2,12,0
tt0090452,3,161,0
tt0090453,2,13,0
tt0090459,4,72,0
tt0090461,3,65,0
tt0090463,4,111,0
tt0090482,2,19,0
tt0090487,2,44,0
tt0090488,2,44,0
tt0090496,2,46,0
tt0090503,2,28,0
tt0090509,2,13,0
tt0090511,2,13,0
tt0090513,3,96,0
tt0090515,3,31,0
tt0090521,2,7,0
tt0090525,2,41,0
tt0090528,2,23,0
tt0090533,2,48,0
tt0090538,4,32,0
tt0090541,2,14,0
tt0090545,4,51,0
tt0090548,2,22,0
tt0090550,2,26,0
tt0090594,2,12,0
tt0092314,4,38,0
tt0092319,3,55,0
tt0092323,2,65,0
tt0092326,2,21,0
tt0092328,2,12,0
tt0092332,2,21,0
tt0092334,2,45,0
tt0092338,2,43,0
tt0092345,4,101,0
tt0092346,3,54,0
tt0092348,3,40,0
tt0092357,3,72,0
tt0092366,3,23,0
tt0092372,4,25,0
tt0092373,2,42,0
tt0092374,2,30,0
tt0092382,3,39,0
tt0092394,2,12,0
tt0092402,2,14,0
tt0092405,3,30,0
tt0092407,2,24,0
tt0092409,2,15,0
tt0092410,3,60,0
tt0092414,2,7,0
tt0092418,2,30,0
tt0092423,4,96,0
tt0092434,2,21,0
tt0092435,2,14,0
tt0092438,2,18,0
tt0092439,3,71,0
tt0092442,2,14,0
tt0092449,2,45,0
tt0092457,2,17,0
tt0092458,4,28,0
tt0092460,3,65,0
tt0092463,4,26,0
tt0092464,4,25,0
tt0092465,2,6,0
tt0092468,3,58,0
tt0092469,4,80,0
tt0092472,2,12,0
tt0092484,4,74,0
tt0092487,2,12,0
tt0092490,2,13,0
tt0092491,2,44,0
tt0092492,4,86,0
tt0092712,2,20,0
tt0092999,2,14,0
tt0094412,3,18,0
tt0094413,2,21,0
tt0094420,2,14,0
tt0094429,4,100,0
tt0094430,2,16,0
tt0094432,2,13,0
tt0094433,4,62,0
tt0094439,2,12,0
tt0094441,2,15,0
tt0094446,2,33,0
tt0094447,4,90,0
tt0094463,4,48,0
tt0094465,2,13,0
tt0094466,2,44,0
tt0094473,3,56,0
tt0094474,2,13,0
tt0094475,2,18,0
tt0094487,2,26,0
tt0094490,3,49,0
tt0094495,2,126,0
tt0094497,4,26,0
tt0094499,3,20,0
tt0094504,2,36,0
tt0094510,3,61,0
tt0094511,2,35,0
tt0094512,3,72,0
tt0094513,2,10,0
tt0094516,3,72,0
tt0094518,3,73,0
tt0094519,4,29,0
tt0094522,2,20,0
tt0094526,2,65,0
tt0094528,4,35,0
tt0094531,4,27,0
tt0094537,4,32,0
tt0094542,4,46,0
tt0094548,3,22,0
tt0094550,2,16,0
tt0094552,2,15,0
tt0094554,2,14,0
tt0094557,2,12,0
tt0094558,2,35,0
tt0094559,4,100,0
tt0094573,2,12,0
tt0094578,2,44,0
tt0096526,2,16,0
tt0096527,2,12,0
tt0096528,2,49,0
tt0096529,2,13,0
tt0096534,4,56,0
tt0096538,2,12,0
tt0096543,4,94,0
tt0096546,2,13,0
tt0096551,3,78,0
tt0096553,3,40,0
tt0096554,3,34,0
tt0096557,3,65,0
tt0096559,2,19,0
