tconst,num_seasons,num_episodes,long.x,originalTitle,startYear,endYear,long.y,averageRating,numVotes
tt0760437,4,52,0,Ben 10,2005,2008,0,7.5,25189
tt0762067,3,64,0,Wow! Wow! Wubbzy!,2006,2022,0,6.2,1512
tt0765725,4,54,0,Meerkat Manor,2005,2008,0,8.3,1286
tt0767914,2,26,0,Class of 3000,2006,2008,0,6.5,1227
tt0775372,2,26,0,Legion of Super Heroes,2006,2008,0,7,1682
tt0775374,4,43,0,Lincoln Heights,2006,2009,0,7.7,1995
tt0780438,2,26,0,Tom and Jerry Tales,2006,2008,0,7.4,3660
tt0784896,4,133,0,Mickey Mouse Clubhouse,2006,2016,0,5.8,4483
tt0787985,3,39,0,Robin Hood,2006,2009,0,7.4,17075
tt0791055,3,61,0,The Chaser's War on Everything,2006,2009,0,8.7,2732
tt0791283,3,32,0,Rob & Big,2006,2008,0,7.5,4294
tt0795065,2,20,0,Assy McGee,2006,2008,0,5.8,1126
tt0795256,3,122,0,Pucca,2006,2008,0,6.7,4712
tt0799922,4,106,0,Wizards of Waverly Place,2007,2012,0,6.9,37057
tt0802147,3,3,0,Heroes,2006,Ongoing,0,7.5,8370
tt0804484,2,20,0,Foundation,2021,Ongoing,0,7.5,83563
tt0805448,3,32,0,Seinto Seiya: Meiô Hâdesu jûnikyû-hen,2002,2008,0,8.5,3339
tt0805663,2,30,0,Jericho,2006,2008,0,7.9,57923
tt0805664,2,36,0,Men in Trees,2006,2008,0,7.3,5629
tt0805666,2,38,0,Shark,2006,2008,0,7.1,11970
tt0805669,4,85,0,Ugly Betty,2006,2010,0,6.7,46431
tt0805815,2,34,0,Cory in the House,2007,2008,0,5,7127
tt0808013,2,22,0,Blood Ties,2007,2007,0,7.2,6941
tt0810614,4,199,0,E.C.W.,2006,2010,0,5.8,1048
tt0813715,4,78,0,Heroes,2006,2010,0,7.5,248225
tt0816401,4,82,0,The Replacements,2006,2022,0,5.9,3166
tt0818149,2,19,0,The Two Coreys,2007,2008,0,6.2,1155
tt0820002,3,75,0,To kokkino domatio,2005,2008,0,6.2,1421
tt0821375,3,33,0,The Sarah Silverman Program.,2007,2010,0,6.9,7880
tt0826254,3,21,0,10 Items or Less,2006,2009,0,6.8,1382
tt0826760,3,40,0,Forbrydelsen,2007,2012,0,8.4,29368
tt0830900,3,46,0,Saving Grace,2007,2010,0,7.6,5549
tt0831834,2,16,0,Strutter,2006,2007,0,8.8,1026
tt0835434,4,130,0,In Treatment,2008,2021,0,8.3,17979
tt0837014,2,14,0,Rick & Steve the Happiest Gay Couple in All the World,2007,2009,0,7.2,1008
tt0837143,2,53,0,Iron Man: Armored Adventures,2008,2012,0,6.5,3927
tt0840094,2,10,0,Five Days,2007,2010,0,6.6,3198
tt0841961,3,18,0,Kingdom,2007,2009,0,7.8,2870
tt0844653,2,44,0,Legend of the Seeker,2008,2010,0,7.6,35852
tt0845746,2,26,0,Intelligence,2005,2007,0,8.1,2197
tt0849236,2,22,0,Mr. Meaty,2005,2009,0,6,1557
tt0850642,2,26,0,Shaggy & Scooby-Doo Get a Clue!,2006,2008,0,4.4,1086
tt0851851,2,31,0,Terminator: The Sarah Connor Chronicles,2008,2009,0,7.6,61967
tt0853174,2,215,0,Kikoriki,2003,2012,0,7.7,1145
tt0855673,2,60,0,Yin! Yang! Yo!,2006,2009,0,6,2945
tt0857277,2,52,0,Back at the Barnyard,2007,2011,0,5.7,4283
tt0862622,3,104,0,Selena,2006,2009,0,2.2,1765
tt0863046,2,22,0,Flight of the Conchords,2007,2009,0,8.6,64470
tt0865409,2,25,0,Frisky Dingo,2006,2008,0,8.2,7545
tt0865856,3,47,0,VeggieTales,1993,2015,0,7.3,1679
tt0866442,4,29,0,Eastbound & Down,2009,2013,0,8.3,62434
tt0867005,3,13,0,Pulling,2006,2009,0,7.9,1673
tt0867015,4,14,0,Rebus,2000,2004,0,7.5,2074
tt0873992,2,21,0,Doragon-zakura,2005,Ongoing,0,7.7,1753
tt0874936,2,32,0,Life,2007,2009,0,8.3,34871
tt0875103,3,94,0,Sila,2006,2008,0,5.3,1492
tt0876298,2,21,0,Human Giant,2007,2008,0,8.1,2863
tt0877105,3,78,0,Galactik Football,2006,2011,0,7.7,3426
tt0878036,2,56,0,School Rumble,2004,2010,0,7.8,2121
tt0878797,2,67,0,Hatirla Sevgili,2006,2008,0,7.8,3188
tt0883680,3,20,0,Everest: Beyond the Limit,2006,2009,0,8.3,1002
tt0885435,3,27,0,I Love New York,2007,2020,0,4.7,1744
tt0885761,3,18,0,Durham County,2007,2010,0,7.3,1578
tt0888280,3,42,0,The Naked Brothers Band,2007,2009,0,3.4,3258
tt0891369,3,210,0,Bernard,1998,2012,0,6.1,1340
tt0891396,2,177,0,Minuscule,2006,Ongoing,0,8.3,1514
tt0892535,2,26,0,Eli Stone,2008,2009,0,7.7,10699
tt0892700,3,95,0,The Penguins of Madagascar,2008,2015,0,7.5,21132
tt0896084,3,35,0,Charm School,2007,2009,0,5.4,1106
tt0896228,3,104,0,In the Night Garden...,2007,2009,0,6.6,1227
tt0897326,2,21,0,The Best Years,2007,Ongoing,0,7.3,1104
tt0898332,2,35,0,Samantha Who?,2007,2009,0,7.3,11224
tt0899203,2,16,0,Wilfred,2007,2010,0,7.8,3102
tt0902618,2,11,0,Hana yori dango 2,2007,2007,0,7.8,1934
tt0905574,3,90,0,Binbir Gece,2006,2009,0,5.3,3324
tt0907702,3,32,0,Wallander,2005,2013,0,7.6,6058
tt0908454,3,22,0,Gavin & Stacey,2007,2019,0,8.2,21861
tt0913742,2,17,0,Lil' Bush: Resident of the United States,2007,2008,0,5.1,1465
tt0917551,2,58,0,The Mighty B!,2008,2011,0,5.3,2621
tt0925266,2,22,0,Pushing Daisies,2007,2009,0,8.4,58692
tt0926732,3,31,0,The Bill Engvall Show,2007,2009,0,5.7,2034
tt0928099,3,45,0,Nodame kantâbire,2007,2010,0,8.1,1350
tt0934701,2,40,0,"Ni Hao, Kai-Lan",2007,2011,0,5.3,1127
tt0950701,3,30,0,The Life & Times of Tim,2008,2012,0,8.3,6804
tt0953931,4,97,0,Doktorlar,2006,2011,0,4,1218
tt0954636,3,22,0,Doctor's Diary - Männer sind die beste Medizin,2008,2011,0,7.9,1691
tt0955322,2,31,0,Reaper,2007,2009,0,7.8,24804
tt0960136,2,23,0,Dirty Sexy Money,2007,2009,0,7.2,12122
tt0962826,2,24,0,Black Lagoon,2006,2006,0,7.9,16997
tt0965393,3,39,0,Rock of Love with Bret Michaels,2007,Ongoing,0,4.8,1973
tt0965394,4,59,0,Sanctuary,2008,2011,0,7.3,22146
tt0969007,3,16,0,Mistresses,2008,2010,0,7.6,2133
tt0972713,2,40,0,Shakugan no Shana,2005,2010,0,7,1147
tt0974077,2,7,0,Cranford,2007,2010,0,8.3,10299
tt0976014,4,74,0,Greek,2007,2011,0,7.6,24908
tt0976192,2,26,0,The Spectacular Spider-Man,2008,2009,0,8.4,18355
tt0978076,3,21,0,Liar Game,2007,2010,0,8,2281
tt0981456,2,48,0,Baki the Grappler,2001,2007,0,7.5,1995
tt0986110,4,17,0,Ross Kemp on Gangs,2005,Ongoing,0,8.3,1023
tt0991266,4,13,0,Single-Handed,2007,2010,0,7.5,1364
tt0992966,3,92,0,7 Numara,2000,2003,0,8.8,4821
tt0994314,2,54,0,Code Geass: Hangyaku no Lelouch,2006,2008,0,8.7,75942
tt0995941,2,42,0,Darker Than Black: Kuro no keiyakusha,2007,2010,0,7.7,12271
tt1000734,4,32,0,Secret Diary of a Call Girl,2007,2011,0,7.3,14033
tt1001482,3,36,0,United States of Tara,2009,2011,0,8,24728
tt1001558,2,25,0,Raising the Bar,2008,2009,0,7.3,1859
tt10016814,2,14,0,Unidentified: Inside America's UFO Investigation,2019,Ongoing,0,7.5,1033
tt10023178,2,177,0,A Little Late with Lilly Singh,2019,2021,0,1.5,7627
tt10036104,2,10,0,Cursed Films,2020,2022,0,7.1,1639
tt10037034,2,18,0,Gentefied,2020,2021,0,7.5,2997
tt10042074,2,40,0,Baarish,2019,Ongoing,0,7.9,2472
tt10042260,3,26,0,Bekaaboo,2019,Ongoing,0,6.1,5744
tt10044952,2,9,0,You vs. Wild,2019,2019,0,6.6,2796
tt10050772,3,18,0,I Think You Should Leave with Tim Robinson,2019,Ongoing,0,8,19182
tt10062292,4,40,0,Never Have I Ever,2020,2023,0,7.9,75432
tt10062652,3,18,0,COBRA,2020,Ongoing,0,6.4,4004
tt10068932,3,18,0,Bäckström,2020,Ongoing,0,6.7,1912
tt10069398,2,12,0,Home for Christmas,2019,2020,0,7.7,15768
tt10075318,3,24,0,Atiye,2019,2021,0,7,23434
tt10078462,3,36,0,Drzavni sluzbenik,2019,Ongoing,0,8.3,2900
tt1008108,3,24,0,Ashes to Ashes,2008,2010,0,8.2,10795
tt10087444,4,73,0,Below Deck Sailing Yacht,2020,Ongoing,0,7.4,1522
tt10091306,2,16,0,El Presidente,2020,Ongoing,0,7.2,1576
tt10094918,2,9,0,Modi: Journey of A Common Man,2019,Ongoing,0,4.5,1223
tt10098248,4,47,0,The Food That Built America,2019,Ongoing,0,8.4,1391
tt10098620,2,12,0,Feel Good,2020,2021,0,7.5,13166
tt10110350,2,50,0,Nouba,2019,2020,0,8.9,1815
tt10133226,4,46,0,Holey Moley,2019,Ongoing,0,7.2,1248
tt10148174,2,20,0,The Walking Dead: World Beyond,2020,2021,0,4.5,16592
tt10162384,2,23,0,Fuh se Fantasy,2019,Ongoing,0,7,3070
tt10166602,3,28,0,"Love, Victor",2020,2022,0,8,20803
tt10168312,3,19,0,What If...?,2021,Ongoing,0,7.4,131029
tt10183688,2,10,0,One Mic Stand,2019,Ongoing,0,6.3,1034
tt10183912,2,7,0,AlRawabi School for Girls,2021,2022,0,7.3,6865
tt10196390,2,22,0,The World According to Jeff Goldblum,2019,Ongoing,0,7.7,2993
tt1020116,4,50,0,Boris,2007,2022,0,8.6,4291
tt10207090,2,23,0,Pandora,2019,2020,0,4.3,6353
tt10222764,2,15,0,The Vow,2020,2022,0,7.2,6276
tt10230502,3,18,0,La Unidad,2020,2023,0,7.3,1736
tt10231312,2,18,0,Inside Job,2021,2022,0,7.7,27643
tt10233448,2,48,0,Vinland Saga,2019,2023,0,8.8,60197
tt10234362,2,17,0,Avenue 5,2020,2022,0,6.7,21931
tt10244600,2,17,0,Winning Time: The Rise of the Lakers Dynasty,2022,2023,0,8.3,26905
tt10276062,2,36,0,Mixed-ish,2019,2021,0,6.8,2804
tt10285166,2,22,0,Your Honor,2020,Ongoing,0,7.2,2987
tt10289938,2,6,0,The Forgotten Army - Azaadi ke liye,2020,2020,0,7.9,5684
tt10290114,2,22,0,Poison,2019,Ongoing,0,7.3,3404
tt1029211,2,55,0,The Mr. Men Show,2008,2009,0,7.1,1219
tt10293938,4,31,0,Outer Banks,2020,Ongoing,0,7.5,72959
tt10308632,3,19,0,"Illegal - Justice, Out of Order",2020,2023,0,8.1,15752
tt10309118,2,12,0,Birdgirl,2021,Ongoing,0,5.9,1141
tt1031283,4,37,0,Superjail!,2007,2014,0,7.7,7680
tt10312854,2,20,0,Kenan,2021,2022,0,5.9,2045
tt10313176,4,62,0,Nancy Drew,2019,2023,0,6.7,10144
tt10314462,2,25,0,Zoey's Extraordinary Playlist,2020,2021,0,8.1,17289
tt10323338,4,60,0,9-1-1: Lone Star,2020,Ongoing,0,7.2,19538
tt10324164,2,10,0,Prehistoric Planet,2022,2023,0,8.5,9989
tt10327354,2,33,0,Prodigal Son,2019,2021,0,7.7,22630
tt10327830,2,23,0,For Life,2020,2021,0,7.6,9180
tt10329028,2,31,0,The Unicorn,2019,2021,0,7.2,4548
tt10329042,3,58,0,All Rise,2019,2023,0,7,5648
tt10329642,3,28,0,Secrets of Sulphur Springs,2021,Ongoing,0,7.6,3796
tt10332508,3,21,0,Primal,2019,Ongoing,0,8.7,18385
tt10338160,2,18,0,Chad,2021,2022,0,3.2,5455
tt10359446,2,25,0,The Chef Show,2019,2020,0,8.2,5467
tt10364808,2,50,0,Mao Mao: Heroes of Pure Heart,2014,2024,0,7.5,1007
tt10380768,2,20,0,Love Life,2020,2021,0,7.5,16449
tt10384106,3,20,0,Sløborn,2020,2024,0,6.7,2223
tt10384610,4,44,0,Cike Wu Liuqi,2018,Ongoing,0,8.4,3854
tt10394770,2,20,0,Next in Fashion,2020,2023,0,7.3,4916
tt10394844,2,8,0,Soulmates,2020,2020,0,6.3,3531
tt1039922,4,88,0,LA Ink,2007,2011,0,5.5,2616
tt10405220,2,18,0,Romulus,2020,Ongoing,0,7,2740
tt10405370,2,12,0,SAS Rogue Heroes,2022,2024,0,8.1,19236
tt10417836,2,18,0,Work in Progress,2019,2021,0,7.4,2118
tt10423460,3,18,0,Family Business,2019,2021,0,7.4,4787
tt10431290,2,30,0,Arifureta Shokugyou de Sekai Saikyou,2019,Ongoing,0,7.1,3700
tt10436284,2,40,0,Kamp Koral: SpongeBob's Under Years,2021,Ongoing,0,3.6,1453
tt1043813,4,49,0,Titans,2018,2023,0,7.5,110304
tt10443362,2,13,0,"Maou-sama, Retry!",2019,2024,0,6.7,1006
tt10443972,2,10,0,The Cockfields,2019,2021,0,7.4,1350
tt1044418,2,34,0,Jonas,2009,2010,0,4.7,6355
tt10473306,4,14,0,Are You Afraid of the Dark?,2019,2022,0,7.1,2667
tt10477528,2,17,0,Zenra kantoku,2019,2021,0,7.7,6730
tt10478048,3,24,0,Eteros ego,2019,2023,0,9,6593
tt10482560,3,30,0,Kipo and the Age of Wonderbeasts,2020,2020,0,8.3,6821
tt10483610,2,24,0,Capitani,2019,2022,0,6.6,6175
tt10487072,2,15,0,Prank Encounters,2019,2021,0,5.3,3028
tt1051220,2,20,0,The Shannara Chronicles,2016,2017,0,7.1,62754
tt10516352,2,16,0,Ask 101,2020,2021,0,7.4,16364
tt10516874,2,7,0,Worzel Gummidge,2019,Ongoing,0,7.9,1856
tt10530900,3,15,0,Gullak,2019,Ongoing,0,9.1,19785
tt10540276,2,13,0,Snabba cash,2021,Ongoing,0,7.6,11828
tt10541088,3,17,0,Clarkson's Farm,2021,Ongoing,0,9,51019
tt1055335,3,42,0,Transformers: Animated,2007,2009,0,6.6,2500
tt10577736,3,24,0,Tehran,2020,Ongoing,0,7.6,21983
tt10580064,2,27,0,Most Dangerous Game,2020,2023,0,6.6,13846
tt10583308,2,10,0,Pavyon,2019,2021,0,7.4,1026
tt10584446,3,30,0,My Life Is Murder,2019,Ongoing,0,7.5,4649
tt1058928,2,13,0,Fonejacker,2007,2008,0,7.7,2212
tt10589968,4,44,0,The Secret of Skinwalker Ranch,2020,Ongoing,0,6.4,4096
tt10590066,4,28,0,All Creatures Great and Small,2020,Ongoing,0,8.6,14500
tt10608454,2,18,0,Harlem,2021,Ongoing,0,7.2,4831
tt10611608,3,36,0,The Cuphead Show!,2022,2022,0,7.4,9434
tt10638036,3,24,0,Heartstopper,2022,Ongoing,0,8.6,71383
tt10641510,2,8,0,Take Us Home: Leeds United,2019,2020,0,8,2198
tt10650946,4,112,0,Ninjago,2019,2022,0,8.1,1879
tt10653784,2,22,0,Gossip Girl,2021,2023,0,5.4,13922
tt10655506,2,13,0,Masaba Masaba,2020,Ongoing,0,6.7,2280
tt10661302,2,12,0,We Hunt Together,2020,Ongoing,0,7,2590
tt10662034,2,20,0,Mr. Mayor,2021,2022,0,6.4,5001
tt10665386,3,38,0,Couples Therapy,2019,2023,0,8.2,1206
tt10677432,2,12,0,Mytho,2019,2021,0,6.8,1506
tt10680606,4,59,0,Minecraft Epic,2019,Ongoing,0,9.5,3991
tt10681222,3,16,0,The Movies That Made Us,2019,Ongoing,0,7.6,7010
tt10684374,2,40,0,The Ghost and Molly McGee,2021,Ongoing,0,7.6,1587
tt1068683,2,26,0,Code Monkeys,2007,2008,0,7.2,2814
tt10689614,2,10,0,El Cid,2020,2021,0,6.8,4023
tt10691770,2,21,0,Helluva Boss,2019,Ongoing,0,8.2,7000
tt10692232,3,20,0,Mandy,2019,Ongoing,0,7.2,1799
tt10699044,2,18,0,RejctX,2019,2020,0,6.5,3652
tt10709628,2,6,0,Astartes,2018,Ongoing,0,9.3,1322
tt10710138,3,67,0,Dragon Ball Z Abridged,2008,2018,0,9.2,1360
tt10714640,2,11,0,It Happened In Calcutta,2020,Ongoing,0,5.9,3646
tt10720914,4,12,0,McDonald & Dodds,2020,Ongoing,0,7.5,6547
tt10723804,2,64,0,Mucize Doktor,2019,2021,0,7.1,3315
tt10726424,3,19,0,Die Hart,2020,Ongoing,0,5.3,6907
tt10731032,2,15,0,Life & Beth,2022,Ongoing,0,6.8,7569
tt10731210,2,16,0,A Summer Story,2019,2021,0,7.3,3767
tt10732104,4,31,0,Power Book II: Ghost,2020,Ongoing,0,7.5,10201
tt1073507,3,26,0,Party Down,2009,Ongoing,0,8.2,36320
tt10768238,2,10,0,Partisan,2020,Ongoing,0,5.5,1940
tt1077744,4,40,0,Lark Rise to Candleford,2008,2011,0,8.2,8116
tt10795658,3,17,0,Alice in Borderland,2020,Ongoing,0,7.7,89679
tt10801368,3,18,0,Starstruck,2021,Ongoing,0,7.5,7789
tt10801534,3,18,0,How to with John Wilson,2020,2023,0,8.7,11702
tt10802170,2,7,0,The Rehearsal,2022,Ongoing,0,8.5,23473
tt10810430,2,10,0,"The Mind, Explained",2019,Ongoing,0,8,5875
tt10813940,4,22,0,Ginny & Georgia,2021,Ongoing,0,7.5,75840
tt10814438,2,12,0,Betty,2020,2021,0,7.1,2809
tt10826054,2,10,0,Masters of the Universe: Revelation,2021,2021,0,5.5,27745
tt10834478,2,16,0,Get Organized with the Home Edit,2020,Ongoing,0,5.5,1749
tt10839422,2,14,0,Sex/Life,2021,2023,0,5.6,29379
tt10846104,2,7,0,We Are Lady Parts,2021,Ongoing,0,8.2,4873
tt10846464,2,11,0,I Hate Suzie,2020,Ongoing,0,6.9,3971
tt10874298,2,58,0,My Girlfriend Is an Alien,2019,2022,0,8.3,2393
tt10885406,3,37,0,Honzuki no Gekokujou,2019,Ongoing,0,7.9,1337
tt10888876,2,16,0,Kärlek & anarki,2020,2022,0,7.4,11440
tt10901134,3,16,0,One Lane Bridge,2020,Ongoing,0,6.6,1498
tt10911538,4,12,0,Rise of the Nazis,2019,2023,0,8,1063
tt10919290,2,18,0,Centaurworld,2021,2021,0,7.7,2562
tt10919420,2,10,0,Ojing-eo geim,2021,Ongoing,0,8,501475
tt10919486,2,12,0,Into the Night,2020,2021,0,7.1,34988
tt10922010,3,18,0,Vampiry sredney polosy,2021,Ongoing,0,7.6,1694
tt1092447,2,21,0,American Gladiators,2008,2008,0,5.7,1684
tt10936342,4,40,0,Transplant,2020,Ongoing,0,7.9,4808
tt10944902,2,12,0,Minus One,2019,Ongoing,0,7.8,6021
tt10945036,4,32,0,The Upshaws,2021,Ongoing,0,7,3527
tt10952900,2,18,0,Juzni vetar,2019,Ongoing,0,8.1,5619
tt1096980,3,31,0,Pitbull,2005,Ongoing,0,8.3,1208
tt10975574,2,15,0,Julia,2022,Ongoing,0,8.3,9600
tt10982034,4,25,0,Trying,2020,2023,0,8,10228
tt10985096,3,53,0,Call Me Kat,2021,2023,0,5.4,7450
tt10986410,3,34,0,Ted Lasso,2020,2023,0,8.8,311607
tt11000902,2,18,0,Our Flag Means Death,2022,Ongoing,0,7.8,33893
tt11004134,3,40,0,Ghostwriter,2019,Ongoing,0,5.8,1059
tt11006642,4,57,0,Walker,2021,Ongoing,0,6.2,14148
tt11007186,3,24,0,Klan,2020,Ongoing,0,7.2,3105
tt11007190,2,20,0,Mocvara,2020,Ongoing,0,6.8,3122
tt11012086,4,49,0,Destination Fear,2019,2023,0,7.1,1714
tt11032396,2,20,0,Saved by the Bell,2020,2021,0,5.7,3701
tt11034066,3,65,0,Mairimashita! Iruma-kun,2019,2023,0,7.7,2125
tt1103973,2,26,0,The Cleaner,2008,2009,0,7.1,1818
tt1104029,2,41,0,Dikkat Sahan Çikabilir,2005,2006,0,7,3010
tt11041132,2,17,0,The Mosquito Coast,2021,2023,0,6.8,15082
tt11041332,3,20,0,Yellowjackets,2021,Ongoing,0,7.8,75468
tt11042448,3,420,0,Agries melisses,2019,2022,0,8.2,1087
tt11043632,3,25,0,Beastars,2019,Ongoing,0,7.7,11636
tt11048090,3,29,0,Legendary,2020,2022,0,8.1,1939
tt1105170,2,23,0,A Shot at Love with Tila Tequila,2007,2008,0,3.1,2001
tt11051886,2,40,0,Ramo,2020,2021,0,7,2318
tt1105469,3,107,0,Super Why!,2007,2016,0,6,1061
tt11058054,2,18,0,Rutherford Falls,2021,2022,0,6.7,2919
tt11081102,4,32,0,Sommerdahl,2020,Ongoing,0,6.3,1518
tt11083696,2,20,0,Cruel Summer,2021,Ongoing,0,7.4,19036
tt11090458,3,32,0,Pretty Hard Cases,2021,2023,0,6.8,2386
tt11092142,2,20,0,Human Resources,2022,2023,0,7.1,9633
tt11097374,2,16,0,Blindspotting,2021,2023,0,6.6,1654
tt11100380,2,43,0,Dogdugun Ev Kaderindir,2019,2021,0,6,2197
tt11116204,2,35,0,United States of Al,2021,2022,0,6.5,3354
tt11123072,2,19,0,Iru Dhuruvam,2019,Ongoing,0,7.9,1785
tt11126994,2,10,0,Arcane: League of Legends,2021,Ongoing,0,9,244683
tt11138216,2,20,0,Babil,2020,2020,0,7.1,1417
tt1114855,2,126,0,Bakugan Battle Brawlers,2007,2011,0,5.7,3240
tt11150912,2,18,0,Jamtara: Sabka Number Ayega,2020,Ongoing,0,7.3,8938
tt1117544,3,61,0,Eftyhismenoi mazi,2007,2009,0,8.2,1542
tt1118038,2,17,0,Important Things with Demetri Martin,2009,2010,0,7.8,3627
tt1118526,2,22,0,Garireo,2007,Ongoing,0,7.5,1045
tt11187480,2,12,0,RuPaul's Secret Celebrity Drag Race,2020,Ongoing,0,6.9,1876
tt11188682,3,23,0,The Cleaning Lady,2022,Ongoing,0,7,8766
tt11192306,3,43,0,Superman & Lois,2021,Ongoing,0,7.8,38162
tt11198330,3,20,0,House of the Dragon,2022,Ongoing,0,8.5,342392
tt11204154,2,14,0,Furia,2021,Ongoing,0,7.1,2451
tt11212198,2,17,0,Rap Sh!t,2022,Ongoing,0,6.6,1612
tt11212276,3,21,0,The Sex Lives of College Girls,2021,Ongoing,0,7.8,26076
tt1122725,3,62,0,Ghost Hunters International,2008,Ongoing,0,5.6,1427
tt11231226,2,10,0,Reasonable Doubt,2022,Ongoing,0,6.3,1962
tt11232670,2,16,0,Alef,2020,2022,0,7.9,8513
tt11238096,2,20,0,Big Shot,2021,2022,0,7.5,5213
tt11242246,4,47,0,The Equalizer,2021,Ongoing,0,5.5,15424
tt11247158,3,25,0,The Legend of Vox Machina,2022,Ongoing,0,8.4,37084
tt11252090,3,31,0,The Hardy Boys,2020,2023,0,7,3246
tt11256260,2,51,0,Hekimoglu,2019,2021,0,7.1,1635
tt11256614,2,52,0,Sefirin Kizi,2019,2021,0,5.9,2907
tt1125758,4,81,0,Timmy Time,2009,2019,0,6.8,1264
tt11266702,2,20,0,Almost Paradise,2020,Ongoing,0,7.5,5960
tt11269100,3,18,0,Sisi,2021,Ongoing,0,6.9,2327
tt11269886,3,24,0,Summertime,2020,2022,0,6.1,3046
tt11280740,2,19,0,Severance,2022,Ongoing,0,8.7,173273
tt11285548,3,16,0,Bloodlands,2021,Ongoing,0,6.7,6749
tt11285856,4,21,0,We're Here,2020,Ongoing,0,8.6,2695
tt1129029,3,30,0,Satisfaction,2007,2010,0,7.3,1446
tt11302324,3,13,0,James May: Our Man in...,2020,2022,0,8.2,8359
tt11311302,3,24,0,Vikings: Valhalla,2022,Ongoing,0,7.3,53470
tt1131746,4,74,0,Big Time Rush,2009,2023,0,6.4,13724
tt1131750,2,41,0,The Troop,2009,2013,0,6.1,1220
tt1131751,3,56,0,"True Jackson, VP",2008,2011,0,5.9,3394
tt11318332,3,203,0,Bachelor Point,2018,2021,0,5.3,1260
tt1132124,2,20,0,Xavier: Renegade Angel,2007,2009,0,7.9,4746
tt11322616,2,10,0,Out of Love,2019,Ongoing,0,7,1453
tt11328872,2,24,0,Kyokou Suiri,2020,2023,0,6.6,1236
tt11333564,3,18,0,Ladhood,2019,2022,0,7.2,1079
tt1134000,2,50,0,Kidô Senshi Gundam 00,2007,2009,0,8.1,2589
tt11347692,2,12,0,The Test: A New Era for Australia's Team,2020,2023,0,8.8,3450
tt1135300,2,27,0,Dollhouse,2009,2010,0,7.7,51144
tt11379026,3,41,0,Ghosts,2021,Ongoing,0,7.9,24841
tt11379698,2,10,0,Cubicles,2019,Ongoing,0,8.2,7947
tt11382554,3,30,0,Canada's Drag Race,2020,Ongoing,0,7.5,2602
tt11384796,2,20,0,Kalkanski krugovi,2021,Ongoing,0,7.7,1498
tt11388348,2,20,0,C'est comme ça que je t'aime,2020,Ongoing,0,8.4,1033
tt11400108,3,51,0,Del,2019,2020,0,2,1360
tt1140100,3,65,0,Chowder,2007,2010,0,7.4,15090
tt11403434,2,6,0,Showtrial,2021,2024,0,7.4,4383
tt11407524,4,21,0,Hostel Daze,2019,2023,0,8.5,18670
tt11426660,2,15,0,Cheer,2020,2022,0,8.1,6716
tt11428630,2,24,0,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu,2020,2023,0,7.4,2214
tt11447470,2,27,0,Welcome to Flatch,2022,Ongoing,0,6.7,2512
tt11448214,3,36,0,"Kanojo, Okarishimasu",2020,Ongoing,0,7,7483
tt11450050,3,17,0,Saygi,2020,Ongoing,0,7.5,3721
tt11465278,3,26,0,He-Man and the Masters of the Universe,2021,2022,0,5.9,2125
tt1147691,2,71,0,Asi,2007,2009,0,6.9,3322
tt1149608,4,55,0,Being Erica,2009,2011,0,7.7,10028
tt11536424,2,16,0,Code M,2020,Ongoing,0,7.5,17130
tt11542694,2,14,0,Top Dog,2020,Ongoing,0,7.3,2480
tt11546860,2,24,0,TharnType,2019,2021,0,7.9,2714
tt11548668,2,24,0,Førstegangstjenesten,2019,Ongoing,0,8,2226
tt11561206,2,7,0,The Goop Lab,2020,Ongoing,0,2.6,3457
tt1158671,2,26,0,Ôkami to kôshinryô,2008,2009,0,7.8,4825
tt1159996,4,49,0,Less Than Kind,2008,2013,0,7.8,1404
tt11604808,3,24,0,Rådebank,2020,2022,0,8,2254
tt11612120,3,12,0,Seuwiteuhom,2020,Ongoing,0,7.3,26701
tt1161684,2,26,0,Rozario to banpaia,2008,2008,0,6.9,3522
tt11617414,4,38,0,1000-lb Sisters,2020,Ongoing,0,6,1127
tt1163129,2,41,0,Xi you ji,1986,2000,0,8.7,1625
tt11638962,4,120,0,The Game,2020,2023,0,8,1264
tt11639300,4,12,0,Grace,2021,Ongoing,0,7.3,6296
tt11639952,3,37,0,Young Rock,2021,2023,0,8.1,29641
tt11640018,3,30,0,La Brea,2021,2024,0,5.8,14699
tt11640208,3,29,0,Never Kiss Your Best Friend,2020,Ongoing,0,7.7,4303
tt11646832,3,13,0,The Outlaws,2021,Ongoing,0,7.7,14462
tt11650492,3,17,0,Girls5eva,2021,Ongoing,0,7.2,4868
tt1166919,3,47,0,The Moment of Truth,2008,Ongoing,0,5.1,1298
tt1167368,2,48,0,Mavra mesanyhta,2008,2009,0,7.4,1724
tt11685912,2,14,0,Outer Range,2022,Ongoing,0,7.1,30956
tt11691774,4,31,0,Only Murders in the Building,2021,Ongoing,0,8.1,136232
tt11694186,2,16,0,Domina,2021,Ongoing,0,7.2,5513
tt1170243,4,68,0,MonsterQuest,2007,Ongoing,0,7.1,1084
tt11709206,3,22,0,El Internado: Las Cumbres,2021,2023,0,6.5,2137
tt11712058,3,21,0,Mayor of Kingstown,2021,Ongoing,0,8.2,41777
