tconst,num_seasons,num_episodes,long.x,originalTitle,startYear,endYear,long.y,averageRating,numVotes
tt0111999,6,111,1,Hercules: The Legendary Journeys,1995,1999,1,6.5,31142
tt0112015,5,76,1,In the House,1995,1999,1,6.8,1350
tt0112022,9,227,1,JAG,1995,2005,1,6.7,19469
tt0112056,9,329,1,MADtv,1995,2016,1,7.2,11638
tt0112095,5,97,1,NewsRadio,1995,1999,1,8,16868
tt0112111,7,152,1,The Outer Limits,1995,2002,1,7.7,13358
tt0112112,5,101,1,Pacific Blue,1996,2000,1,5.5,3474
tt0112115,5,90,1,The Parent 'Hood,1995,1999,1,7,1239
tt0112166,5,114,1,Sureiyâzu,1995,2009,1,7.5,2346
tt0112167,5,87,1,Sliders,1995,2000,1,7.4,19835
tt0112175,5,65,1,Spider-Man,1994,1998,1,8.4,34066
tt0112178,7,168,1,Star Trek: Voyager,1995,2001,1,7.8,74677
tt0112186,5,52,1,The Sylvester & Tweety Mysteries,1995,2002,1,7,5189
tt0112193,9,154,1,They Think It's All Over,1995,2011,1,6.7,1262
tt0112206,5,100,1,Unhappily Ever After,1995,1999,1,6.9,3153
tt0112220,5,105,1,The Wayans Bros.,1995,2023,1,7.3,5490
tt0112230,6,134,1,Xena: Warrior Princess,1995,2001,1,6.7,47335
tt0115082,6,139,1,3rd Rock from the Sun,1996,2001,1,7.8,54508
tt0115083,9,243,1,7th Heaven,1996,2007,1,5.2,26546
tt0115088,9,382,1,Alarm für Cobra 11 - Die Autobahnpolizei,1996,Ongoing,1,6.3,5696
tt0115101,7,80,1,Arli$$,1996,2002,1,7.1,1563
tt0115105,6,58,1,Ballykissangel,1996,2001,1,7.5,1845
tt0115147,9,4187,1,The Daily Show,1996,Ongoing,1,8.3,47783
tt0115167,9,210,1,Everybody Loves Raymond,1996,2005,1,7.3,75074
tt0115200,5,103,1,Hey Arnold!,1996,2004,1,7.6,35646
tt0115221,5,100,1,The Jamie Foxx Show,1996,2023,1,6.7,3527
tt0115227,9,7282,1,Judge Judy,1996,2021,1,6,5431
tt0115275,6,127,1,Moesha,1996,2001,1,5.9,3999
tt0115285,6,122,1,Nash Bridges,1996,2001,1,6.8,7846
tt0115286,9,312,1,Never Mind the Buzzcocks,1996,2023,1,7.8,5976
tt0115338,6,2172,1,The Rosie O'Donnell Show,1996,2002,1,4.1,1548
tt0115341,7,163,1,Sabrina the Teenage Witch,1996,2003,1,6.7,41489
tt0115355,9,239,1,Silent Witness,1996,Ongoing,1,7.9,11666
tt0115369,6,145,1,Spin City,1996,2002,1,7.3,30000
tt0115372,6,122,1,The Steve Harvey Show,1996,2002,1,6.6,3298
tt0115417,6,177,1,Water Rats,1996,2001,1,6.9,1090
tt0118254,5,112,1,Ally McBeal,1997,2002,1,6.9,35422
tt0118276,7,145,1,Buffy the Vampire Slayer,1997,2003,1,8.3,155099
tt0118298,5,67,1,Daria,1997,2002,1,8.1,26552
tt0118300,6,128,1,Dawson's Creek,1998,2003,1,6.8,43566
tt0118303,5,119,1,Dharma & Greg,1997,2002,1,6.4,31602
tt0118363,5,32,1,Jonathan Creek,1997,2016,1,8.1,8649
tt0118364,7,149,1,Just Shoot Me!,1997,2003,1,6.9,21263
tt0118375,9,258,1,King of the Hill,1997,2010,1,7.5,56761
tt0118379,5,96,1,Nikita,1997,2001,1,7.4,10483
tt0118401,9,136,1,Midsomer Murders,1997,Ongoing,1,7.9,37188
tt0118421,6,56,1,Oz,1997,2003,1,8.7,104116
tt0118437,8,167,1,The Practice,1997,2004,1,7.7,10101
tt0118480,9,213,1,Stargate SG-1,1997,2007,1,8.4,98618
tt0118515,6,115,1,Win Ben Stein's Money,1997,2002,1,6.6,1530
tt0120974,27,3370,1,The Jerry Springer Show,1991,2018,1,3.7,4622
tt0120986,9,5054,1,The Maury Povich Show,1991,2022,1,4,2263
tt0121955,9,330,1,South Park,1997,Ongoing,1,8.7,395428
tt0123338,9,2159,1,60 Minutes,1968,Ongoing,1,7.5,4207
tt0123349,9,58,1,Hi-de-Hi!,1980,1988,1,6.7,1798
tt0123357,6,133,1,The People's Court,1997,2023,1,6.4,1122
tt0123366,7,3995,1,The View,1997,Ongoing,1,2.5,9057
tt0123816,5,110,1,Earth: Final Conflict,1997,2002,1,6.2,4660
tt0124932,7,1109,1,20/20,1978,Ongoing,1,6.7,2633
tt0125616,6,118,1,Double Dare,1986,1988,1,7.4,2139
tt0126170,6,129,1,Recess,1997,2001,1,7.8,27307
tt0127994,7,200,1,Figure It Out,1997,2013,1,7.1,1025
tt0128890,5,65,1,Pepper Ann,1997,2000,1,7.1,3920
tt0129709,9,67,1,Rab C. Nesbitt,1988,2014,1,7.5,1563
tt0129710,9,148,1,Room 101,1994,2018,1,6.5,1625
tt0131179,9,1123,1,Meitantei Conan,1996,Ongoing,1,8.5,14618
tt0131183,5,60,1,The Raccoons,1985,1992,1,7.4,2181
tt0131613,9,193,1,Teenage Mutant Ninja Turtles,1987,1996,1,7.9,36749
tt0133299,6,71,1,Desmond's,1989,1994,1,7.8,1034
tt0133302,9,823,1,Frontline,1983,Ongoing,1,8.6,2196
tt0135733,9,1770,1,Match of the Day,1964,Ongoing,1,8.6,2654
tt0136634,7,50,1,The Big Comfy Couch,1992,2013,1,7.1,1747
tt0136668,43,1708,1,SportsCenter,1979,Ongoing,1,8.1,2422
tt0137305,5,21,1,Goodness Gracious Me,1998,2015,1,8.3,1269
tt0138228,9,7965,1,Countdown,1982,Ongoing,1,6.2,1441
tt0138956,6,61,1,Beyond Belief: Fact or Fiction,1997,2024,1,7.9,5225
tt0138968,5,1051,1,Hollywood Squares,1998,2004,1,5.6,1051
tt0139803,9,2215,1,Top of the Pops,1964,2022,1,6.9,1085
tt0141842,6,86,1,The Sopranos,1999,2007,1,9.2,441727
tt0142049,8,227,1,Sai de Baixo,1996,2013,1,7.9,1277
tt0143081,7,203,1,Zoom,1997,Ongoing,1,7.3,1211
tt0144048,8,128,1,Gladiators,1992,2000,1,6.5,1426
tt0144701,9,248,1,Barney & Friends,1992,2010,1,3.9,8074
tt0146370,9,183,1,Bolek i Lolek,1963,1986,1,7,1804
tt0147760,9,61,1,Dalziel and Pascoe,1996,2007,1,7.4,3190
tt0149453,9,274,1,F.C. De Kampioenen,1990,2020,1,6.8,1416
tt0149460,9,160,1,Futurama,1999,Ongoing,1,8.5,254307
tt0149509,9,190,1,Postman Pat,1981,2017,1,6.4,3054
tt0155445,7,80,1,Rupert,1991,2020,1,6.9,1789
tt0156200,6,78,1,Babar,1989,2002,1,6.5,5427
tt0156442,7,91,1,Da Vinci's Inquest,1998,2006,1,8.1,1262
tt0157246,9,246,1,Will & Grace,1998,2020,1,7.3,58664
tt0158552,8,179,1,Charmed,1998,2006,1,7.1,88920
tt0159156,9,275,1,Behind the Music,1997,2021,1,7.4,1652
tt0159206,6,94,1,Sex and the City,1998,2004,1,7.3,137797
tt0159847,9,462,1,Antiques Roadshow,1997,Ongoing,1,7.3,1321
tt0159881,9,8882,1,Jeopardy!,1984,Ongoing,1,8.3,7946
tt0160904,9,86,1,Spooks,2002,2011,1,8.3,17550
tt0161146,7,41,1,Fleksnes fataliteter,1972,2003,1,8.4,1033
tt0162065,5,111,1,Angel,1999,2004,1,7.9,73955
tt0163488,9,142,1,Robot Wars,1998,2018,1,7.3,1204
tt0163503,9,529,1,Top Gear,1978,2002,1,8.4,25094
tt0163507,8,220,1,Whose Line Is It Anyway?,1998,2007,1,8.5,45477
tt0163924,9,493,1,All Saints,1998,2009,1,7.1,1574
tt0163929,6,176,1,Blue's Clues,1995,2007,1,6.9,6452
tt0165001,45,800,1,CBS News Sunday Morning,1979,Ongoing,1,7.9,1026
tt0165581,9,207,1,The King of Queens,1998,2007,1,7.4,86287
tt0165598,8,200,1,That '70s Show,1998,2006,1,8.1,185787
tt0166064,9,664,1,Who Wants to Be a Millionaire,1998,Ongoing,1,6.1,2393
tt0167743,5,93,1,The Wild Thornberrys,1998,2004,1,6.6,15556
tt0168366,9,1250,1,Poketto monsutâ,1997,2023,1,7.5,46057
tt0168596,9,61,1,Cold Feet,1997,2020,1,8.2,4663
tt0169414,9,259,1,Arthur,1996,2022,1,7.4,15341
tt0169455,9,278,1,Inside the Actors Studio,1994,Ongoing,1,8.6,5400
tt0172049,6,78,1,Rolie Polie Olie,1998,2007,1,6.3,3168
tt0173528,5,100,1,"Bill Nye, the Science Guy",1993,1998,1,8.2,8243
tt0173664,5,117,1,Bear in the Big Blue House,1997,2006,1,6.8,4460
tt0174378,6,129,1,Becker,1998,2004,1,7.3,13798
tt0174404,8,50,1,Kummeli,1991,2004,1,8.4,1408
tt0175058,6,80,1,The Powerpuff Girls,1998,2004,1,7.3,46127
tt0176095,9,601,1,The Challenge,1998,Ongoing,1,8,3959
tt0177440,9,1330,1,Family Feud,1999,Ongoing,1,6.7,4545
tt0177446,9,3123,1,Hotel Cæsar,1998,2017,1,2.7,1450
tt0177991,5,96,1,Providence,1999,2002,1,6.7,2305
tt0178132,9,267,1,Don Matteo,2000,Ongoing,1,6.6,1423
tt0179558,5,65,1,The Busy World of Richard Scarry,1993,1997,1,7.4,2110
tt0182576,9,415,1,Family Guy,1999,Ongoing,1,8.2,355922
tt0184111,6,80,1,"Ed, Edd n Eddy",1999,2008,1,7.5,39910
tt0184122,9,1103,1,Holby City,1999,2022,1,5.8,2433
tt0185065,25,4301,1,Fox & Friends,1998,Ongoing,1,3,2367
tt0185103,9,1586,1,WWE Monday Night RAW,1993,Ongoing,1,7.7,9537
tt0185130,6,292,1,WCW Monday Nitro,1995,2001,1,8,1548
tt0190106,6,225,1,Undressed,1999,2002,1,6.3,1306
tt0192877,6,204,1,7 vidas,1999,2006,1,7.1,1480
tt0192917,9,1705,1,Passions,1999,2008,1,5.9,5071
tt0193677,8,113,1,Knightmare,1987,1994,1,8.1,1088
tt0197151,9,181,1,Fox News,1987,Ongoing,1,2.5,1167
tt0197182,6,132,1,Third Watch,1999,2005,1,8,11066
tt0199214,6,27,1,Faerie Tale Theatre,1982,1987,1,8.3,2431
tt0199248,9,668,1,Modern Marvels,1993,Ongoing,1,8.1,2072
tt0200276,7,155,1,The West Wing,1999,2006,1,8.9,82406
tt0200353,5,112,1,The Parkers,1999,2023,1,6.9,2578
tt0202179,9,156,1,ABC Afterschool Specials,1972,1997,1,7.1,1199
tt0202741,6,139,1,The Man Show,1999,2014,1,6.6,3654
tt0203248,8,107,1,Bad Girls,1999,2006,1,7.9,2505
tt0203254,6,87,1,Franklin,1997,2006,1,6.4,5102
tt0203259,9,538,1,Law & Order: Special Victims Unit,1999,Ongoing,1,8.1,117781
tt0204113,9,106,1,You've Been Framed!,1990,2022,1,5.5,1135
tt0206501,9,979,1,Nova,1974,Ongoing,1,8.7,2964
tt0206512,9,307,1,SpongeBob SquarePants,1999,Ongoing,1,8.2,107212
tt0207274,9,1161,1,TV total,1999,Ongoing,1,6.7,1826
tt0208614,6,100,1,Celebrity Deathmatch,1998,2007,1,6.9,11689
tt0209069,6,138,1,Judging Amy,1999,2005,1,7,6795
tt0212671,7,151,1,Malcolm in the Middle,2000,2006,1,8.2,138641
tt0213327,5,110,1,Andromeda,2000,2005,1,6.6,14494
tt0213363,7,517,1,Oggy et les Cafards,1997,2018,1,7.5,4826
tt0214341,9,277,1,Dragon Ball Z,1989,1996,1,8.8,141614
tt0217177,5,73,1,Brum,1991,2002,1,6.2,1764
tt0217211,9,4285,1,Loose Women,1999,Ongoing,1,2.2,1350
tt0217224,5,439,1,"Un gars, une fille",1999,2003,1,7.4,1085
tt0218769,5,79,1,I Am Weasel,1997,1999,1,6.5,5853
tt0220265,7,302,1,Ryôri no tetsujin,1993,2002,1,8.5,1490
tt0221733,6,90,1,Bullyparade,1997,2002,1,7.2,1433
tt0227972,9,1262,1,WWF SmackDown!,1999,Ongoing,1,7.2,6751
tt0229119,8,68,1,Crocodile Hunter,1996,2004,1,7.6,3090
tt0229888,7,260,1,El Chapulín Colorado,1973,1979,1,8.5,3904
tt0229889,8,357,1,El Chavo del Ocho,1972,1983,1,8.7,11865
tt0233033,5,92,1,The Berenstain Bears,1985,2004,1,6.9,3516
tt0233084,6,52,1,My Hero,2000,2007,1,6.6,2083
tt0235916,5,49,1,ChalkZone,2002,2009,1,6.5,3544
tt0235917,8,177,1,Dora the Explorer,2000,2019,1,4.3,7405
tt0235918,9,159,1,The Fairly OddParents,2001,2017,1,7.2,44597
tt0238784,7,154,1,Gilmore Girls,2000,2007,1,8.2,139985
tt0238793,7,64,1,Monarch of the Glen,2000,2005,1,7.7,3594
tt0239185,9,757,1,A Question of Sport,1970,Ongoing,1,6.3,1136
tt0239195,9,655,1,Survivor,2000,Ongoing,1,7.5,26491
tt0240267,7,342,1,X-Play,1998,2022,1,8.1,1077
tt0241383,9,4386,1,Doctors,2000,Ongoing,1,4.6,1592
tt0242192,9,133,1,Between the Lions,1999,2011,1,7.1,1466
tt0245637,5,66,1,Little Bear,1995,2003,1,7.3,4318
tt0247082,9,336,1,CSI: Crime Scene Investigation,2000,2015,1,7.7,86995
tt0247102,8,172,1,Girlfriends,2000,2008,1,7.4,4868
tt0247144,6,122,1,"Yes, Dear",2000,2006,1,6.9,7758
tt0247882,9,407,1,Forensic Files,1996,2011,1,8.8,6985
tt0247902,5,224,1,Yu-Gi-Oh!,2000,2004,1,8.2,3505
tt0248654,5,63,1,Six Feet Under,2001,2005,1,8.7,141402
tt0248655,5,74,1,Soul Food,2000,2004,1,7.6,1240
tt0249327,5,224,1,Yu-Gi-Oh!,2000,2006,1,7.3,22653
tt0250875,9,1011,1,Kaun Banega Crorepati?,2000,Ongoing,1,8.2,4215
tt0251497,9,885,1,Big Brother,2000,Ongoing,1,5.5,11083
tt0252019,6,132,1,Strong Medicine,2000,2006,1,6.7,1258
tt0255734,5,91,1,Grounded for Life,2001,2005,1,7.5,15716
tt0257295,9,1457,1,Big Brother,2000,Ongoing,1,4.2,2835
tt0257315,9,121,1,My Family,2000,2011,1,7.5,10275
tt0259141,5,95,1,Jackie Chan Adventures,2000,2005,1,7.4,20885
tt0259733,9,92,1,Waking the Dead,2000,2011,1,7.9,6180
tt0260628,6,78,1,Kipper,1997,2004,1,7.1,1086
tt0262151,9,403,1,Bob the Builder,1997,2018,1,5.6,5268
tt0262153,8,199,1,Caillou,1997,2018,1,3.8,3610
tt0262985,5,83,1,Queer as Folk,2000,2005,1,8.5,21965
tt0264235,9,111,1,Curb Your Enthusiasm,2000,Ongoing,1,8.8,137623
tt0268862,9,400,1,Weakest Link,2000,2017,1,5.6,1794
tt0270116,9,9897,1,Charlie Rose,1991,2017,1,7.6,1153
tt0270118,9,577,1,Cheaters,2000,Ongoing,1,4.7,1572
tt0270792,5,50,1,The Mole,2001,2008,1,7.7,1297
tt0270804,9,582,1,Soccer AM,1992,2023,1,6.6,1002
tt0271894,9,948,1,48 Hours,1988,Ongoing,1,7.5,2241
tt0272993,5,53,1,Langt fra Las Vegas,2001,2003,1,7.4,2284
tt0273855,5,125,1,My Wife and Kids,2000,2024,1,6.9,28872
tt0274244,9,370,1,Catch Phrase,1986,Ongoing,1,6.2,1096
tt0274988,5,260,1,The Tribe,1999,2003,1,7.6,3136
tt0275140,9,195,1,Law & Order: Criminal Intent,2001,2011,1,7.5,26958
tt0275863,5,11,1,Rendevouz with Simi Garewal,2001,Ongoing,1,7.3,1029
tt0276656,8,148,1,Cribs,2000,Ongoing,1,5.2,1871
tt0278191,7,157,1,Fear Factor,2001,2012,1,5.7,7087
tt0278238,5,62,1,Samurai Jack,2001,2017,1,8.5,57563
tt0278251,9,81,1,Two Pints of Lager and a Packet of Crisps,2001,2011,1,7.1,4722
tt0278866,5,87,1,Kim Possible,2002,2007,1,7.2,30912
tt0278877,5,53,1,Sealab 2021,2000,2005,1,7.8,8240
tt0279550,9,568,1,Celebrity Big Brother,2001,Ongoing,1,4.5,1235
tt0279600,9,217,1,Smallville,2001,2011,1,7.5,134691
tt0280249,9,153,1,Dragon Ball,1995,2003,1,8.6,63375
tt0280277,5,131,1,Mr. Bean: The Animated Series,2002,2019,1,6.8,13728
tt0281432,6,81,1,The Dead Zone,2002,2007,1,7.3,9738
tt0281447,9,481,1,A Grande Família,2001,2014,1,7.7,1482
tt0281491,9,63,1,Still Game,2002,2019,1,8.9,8844
tt0283226,7,157,1,Totally Spies!,2001,2014,1,7.1,11959
tt0284335,8,106,1,My Parents Are Aliens,1999,2006,1,6.8,1667
tt0284718,6,117,1,Crossing Jordan,2001,2007,1,7,11994
tt0284722,6,125,1,Reba,2001,2007,1,6.7,16644
tt0284770,5,113,1,One on One,2001,2006,1,7.2,2466
tt0285331,9,207,1,24,2001,2010,1,8.4,193637
tt0285333,5,105,1,Alias,2001,2006,1,7.6,53399
tt0285335,9,399,1,The Amazing Race,2001,Ongoing,1,7.8,15168
tt0285341,5,105,1,The Bernie Mac Show,2001,2023,1,7.2,8236
tt0285351,8,182,1,According to Jim,2001,2009,1,6.5,37551
tt0285403,9,182,1,Scrubs,2001,2010,1,8.4,265349
tt0286342,6,304,1,Bananas in Pyjamas,1992,2001,1,5.5,3038
tt0286486,7,89,1,The Shield,2002,2008,1,8.7,85339
tt0287196,9,952,1,Big Brother,2001,2022,1,3.9,1004
tt0288937,9,385,1,Degrassi: The Next Generation,2001,2015,1,7.6,14354
tt0289832,7,502,1,Tweenies,1999,2003,1,5,1091
tt0290223,7,167,1,Inuyasha,2000,2004,1,7.9,17355
tt0290988,9,106,1,Trailer Park Boys,2001,2018,1,8.6,48276
tt0291596,9,293,1,ChuckleVision,1987,2009,1,7.2,2092
tt0292414,8,224,1,McLeod's Daughters,2001,2009,1,7.3,6485
tt0292800,7,85,1,Grim & Evil,2001,2007,1,7.7,25566
tt0294023,6,175,1,Kyaputen Tsubasa,1983,1995,1,7.9,7176
tt0297494,9,145,1,Aqua Teen Hunger Force,2000,2015,1,7.7,26286
tt0297639,7,556,1,Swiat wedlug Kiepskich,1999,2022,1,6.5,1032
tt0299268,9,464,1,Bizimkiler,1989,2002,1,8.3,3698
tt0299302,9,275,1,Friday Night with Jonathan Ross,2001,2010,1,7.1,2696
tt0302103,5,42,1,Footballers' Wives,2002,2006,1,6.5,1825
tt0302128,6,29,1,Judge John Deed,2001,2007,1,7.6,1265
tt0302447,9,419,1,Cuéntame cómo pasó,2001,2023,1,7.4,1511
tt0305056,9,3408,1,Last Call with Carson Daly,2002,2019,1,3.1,1317
tt0306414,5,60,1,The Wire,2002,2008,1,9.3,362587
tt0307800,18,1420,1,Pardon the Interruption,2001,Ongoing,1,8.1,2089
tt0309123,9,396,1,60 Minutes,1979,Ongoing,1,6.8,1357
tt0309141,9,136,1,Cyberchase,2002,Ongoing,1,6.9,2856
tt0309152,7,125,1,The F.B.I. Files,1998,2009,1,7.9,1289
tt0310455,8,28,1,Foyle's War,2002,2015,1,8.6,17301
tt0310460,6,120,1,George Lopez,2002,2007,1,6.9,12923
tt0312109,6,79,1,Codename: Kids Next Door,2002,2008,1,7.2,22029
tt0312172,8,124,1,Monk,2002,2009,1,8.1,80493
tt0313033,9,312,1,Art Attack,1990,2007,1,7.4,2990
tt0313038,9,298,1,The Bachelor,2002,Ongoing,1,3.2,7405
tt0313043,9,232,1,CSI: Miami,2002,2012,1,6.4,59929
tt0313122,8,87,1,The Royal,2003,2011,1,7.5,1134
tt0315709,6,38,1,Smogovci,1982,1996,1,8.7,1140
tt0318224,9,1232,1,Horizon,1964,Ongoing,1,8.6,1129
tt0318895,9,296,1,Tottoko Hamutaro,2000,2006,1,6.3,2500
tt0318913,7,156,1,Teenage Mutant Ninja Turtles,2003,2010,1,7.8,12100
tt0318959,6,126,1,Crank Yankers,2002,2022,1,6.2,3264
tt0319931,9,695,1,American Idol: The Search for a Superstar,2002,Ongoing,1,4.3,22060
tt0320037,9,3640,1,Jimmy Kimmel Live!,2003,Ongoing,1,6.5,17074
tt0321019,9,1856,1,Who Wants to Be a Millionaire,2002,Ongoing,1,6.1,2546
tt0321021,7,160,1,Without a Trace,2002,2009,1,7,21233
tt0324679,9,257,1,5th Gear,2002,Ongoing,1,6.5,1570
tt0324692,9,133,1,Ant & Dec's Saturday Night Takeaway,2002,2023,1,6.1,1784
tt0324924,9,415,1,True Life,1998,2020,1,7.3,1103
tt0329824,9,4518,1,Dr. Phil,2002,2023,1,3.8,4147
tt0329829,9,265,1,Fireman Sam,1987,2023,1,6.1,1987
tt0330251,6,70,1,The L Word,2004,2009,1,7.7,28177
tt0337792,6,31,1,Wire in the Blood,2002,2008,1,8.3,9075
tt0338616,9,447,1,"I'm a Celebrity, Get Me Out of Here!",2002,Ongoing,1,5.8,3391
tt0338639,6,100,1,Un paso adelante,2002,2005,1,6.3,1569
tt0339968,5,151,1,Scare Tactics,2003,2013,1,6.7,2569
tt0343314,5,66,1,Teen Titans,2003,2006,1,7.9,36268
tt0344651,9,253,1,Good Eats,1999,2012,1,8.8,3903
tt0346369,8,89,1,Penn & Teller: Bullshit!,2003,2010,1,8.2,11871
tt0348894,9,228,1,The Bachelorette,2003,Ongoing,1,3.4,5850
tt0350448,9,634,1,Real Time with Bill Maher,2003,Ongoing,1,7.4,14080
tt0352110,9,135,1,TV Burp,2001,2012,1,7.1,2208
tt0358332,5,106,1,Queer Eye for the Straight Guy,2003,2007,1,6.4,2494
tt0361217,6,100,1,Nip/Tuck,2003,2010,1,7.7,57766
tt0361227,9,148,1,Punk'd,2003,2015,1,6,8476
tt0362153,5,56,1,The Simple Life,2003,2007,1,4.1,5828
tt0362355,9,381,1,Most Haunted,2002,Ongoing,1,5,1531
tt0362357,9,107,1,New Tricks,2003,2015,1,7.9,8305
tt0362372,8,171,1,Los Serrano,2003,2008,1,7.5,3958
tt0363307,9,322,1,America's Next Top Model,2003,2018,1,5.6,18331
tt0363378,5,120,1,The Story of Tracy Beaker,2002,2006,1,6.7,1768
tt0364151,9,291,1,American Masters,1985,Ongoing,1,8.2,1116
tt0364779,9,238,1,American Chopper: The Series,2003,2020,1,6.1,4014
tt0364782,9,194,1,The Apprentice,2004,2017,1,4.7,8654
tt0364797,5,19,1,Blue Murder,2003,2009,1,7.3,1745
tt0364801,6,27,1,Cidade dos Homens,2002,2018,1,8.2,2939
tt0364806,9,77,1,Extreme Engineering,2003,Ongoing,1,7.4,1102
tt0364828,5,106,1,Las Vegas,2003,2008,1,7.4,28941
tt0364829,9,109,1,Last Comic Standing,2003,2015,1,6.4,1556
tt0364843,5,83,1,Most Extreme Elimination Challenge,2003,2007,1,8.8,3463
tt0364845,9,458,1,NCIS: Naval Criminal Investigative Service,2003,Ongoing,1,7.8,157346
tt0367279,5,84,1,Arrested Development,2003,2019,1,8.7,317717
tt0367367,8,128,1,Max & Ruby,2002,2021,1,6.1,2821
tt0368479,7,156,1,Cold Case,2003,2010,1,7.6,30166
tt0368530,9,187,1,One Tree Hill,2003,2012,1,7.8,84851
tt0369179,9,262,1,Two and a Half Men,2003,2015,1,7.1,274304
tt0370194,8,124,1,Reno 911!,2003,Ongoing,1,8,22131
tt0374455,5,99,1,Stargate: Atlantis,2004,2009,1,8.1,70045
tt0377260,9,139,1,Shameless,2004,2013,1,8,17836
tt0379623,9,3371,1,Ellen: The Ellen DeGeneres Show,2003,2023,1,6.7,17443
tt0379632,8,48,1,Hustle,2004,2012,1,8.2,23267
tt0380086,7,2879,1,Anderson Cooper 360°,2003,Ongoing,1,5.4,1095
tt0380105,5,37,1,Dirty Sanchez,2003,Ongoing,1,6.7,1731
tt0380136,9,324,1,QI,2003,Ongoing,1,8.6,33030
tt0381733,5,91,1,Aquí no hay quien viva,2003,2006,1,8.1,4492
tt0381798,7,95,1,Rescue Me,2004,2011,1,8.3,27411
tt0382501,5,45,1,Viva la Bam,2003,2006,1,6.7,9497
tt0383126,9,300,1,MythBusters,2003,2018,1,8.3,54131
tt0383795,9,403,1,The Joy of Painting,1983,1994,1,9.3,5892
tt0384745,5,131,1,To kafe tis Haras,2003,2021,1,6,1975
tt0384746,6,88,1,Kenny vs. Spenny,2002,2010,1,8.1,9822
tt0386676,9,188,1,The Office,2005,2013,1,9,669589
tt0386950,9,217,1,Mayday,2003,Ongoing,1,8.8,5565
tt0387199,8,96,1,Entourage,2004,2011,1,8.4,174631
tt0387714,5,55,1,All Grown Up!,2003,2008,1,5.5,5598
tt0387764,9,54,1,Peep Show,2003,2015,1,8.7,64300
tt0388595,9,227,1,Extreme Makeover: Home Edition,2003,2020,1,6.3,4813
tt0391666,9,2611,1,Morangos com Açúcar,2003,2012,1,3.7,1391
tt0393009,9,344,1,What Not to Wear,2003,2013,1,6.9,1867
tt0395843,9,197,1,CSI: NY,2004,2013,1,6.9,48709
tt0395891,6,77,1,Pimp My Ride,2004,2009,1,5.7,4943
tt0397138,6,107,1,Corner Gas,2004,2009,1,8.4,7954
tt0397306,9,358,1,American Dad!,2005,Ongoing,1,7.4,133272
tt0397442,6,121,1,Gossip Girl,2007,2012,1,7.5,186414
tt0398417,5,65,1,The Batman,2004,2008,1,7.3,12980
tt0401747,9,340,1,Red vs. Blue,2003,2023,1,8.4,9672
tt0402711,5,101,1,Boston Legal,2004,2008,1,8.5,48912
tt0408381,9,79,1,Doc Martin,2004,2022,1,8.4,19040
tt0408403,5,23,1,Murphy's Law,2003,2007,1,7.7,1441
tt0408409,9,136,1,Overhaulin',2004,Ongoing,1,6.7,1583
tt0409608,6,33,1,Ramsay's Kitchen Nightmares,2004,2014,1,7.6,6461
tt0410975,8,180,1,Desperate Housewives,2004,2012,1,7.6,135744
tt0411008,6,121,1,Lost,2004,2010,1,8.3,579051
tt0411027,9,500,1,Strictly Come Dancing,2004,Ongoing,1,6,1782
tt0411040,9,140,1,Wife Swap,2004,2020,1,4.6,1946
tt0412142,8,176,1,House M.D.,2004,2012,1,8.7,491151
tt0412175,7,130,1,Medium,2005,2011,1,7.1,30137
tt0413573,9,421,1,Grey's Anatomy,2005,Ongoing,1,7.6,329639
tt0413623,9,503,1,Çocuklar Duymasin,2002,2019,1,4.7,2960
tt0415313,6,90,1,Bela ladja,2006,2012,1,6.2,1571
tt0417332,7,54,1,Ideal,2005,2011,1,8.2,2903
tt0417373,7,86,1,The Venture Bros.,2003,2018,1,8.6,27424
tt0419315,5,61,1,Camp Lazlo!,2005,2008,1,6.4,10591
tt0419326,6,84,1,Foster's Home for Imaginary Friends,2004,2009,1,7.6,24042
tt0421030,5,53,1,Big Love,2006,2011,1,7.7,22810
tt0421099,9,230,1,Grand Designs,1999,Ongoing,1,8.5,3389
tt0421291,6,190,1,Avrupa Yakasi,2004,2009,1,8.6,20275
tt0421396,9,594,1,Match of the Day 2,2004,Ongoing,1,7.6,1023
tt0421460,9,408,1,The Soup,2004,2020,1,8.2,6026
tt0421463,9,1007,1,TNA iMPACT! Wrestling,2004,Ongoing,1,6.3,2063
tt0421482,9,216,1,Winx Club,2004,2023,1,6.1,7298
tt0423642,9,233,1,Dog Whisperer with Cesar Millan,2004,2016,1,7.9,2822
tt0423652,9,600,1,The First 48,2004,Ongoing,1,8.2,4076
tt0423657,5,74,1,"Go, Diego! Go!",2005,2013,1,4.3,1976
tt0423776,9,448,1,The X Factor,2004,2018,1,4.3,4827
tt0424627,8,222,1,Dog the Bounty Hunter,2003,2012,1,5,4552
tt0426666,6,132,1,Cold Case Files,1999,Ongoing,1,8,1864
tt0426697,9,299,1,Ghost Hunters,2004,Ongoing,1,6.3,7079
tt0426769,7,378,1,Peppa Pig,2004,Ongoing,1,6.3,6067
tt0426790,7,240,1,Sihirli Annem,2003,2012,1,3.9,1659
tt0428167,5,46,1,Stromberg,2004,2012,1,8.4,9291
tt0429318,9,276,1,The Biggest Loser,2004,Ongoing,1,5.5,5182
tt0429442,8,139,1,Supernanny,2005,2020,1,5.3,1891
