tconst,num_seasons,num_episodes,long
tt0162065,5,111,1
tt0162076,9,6985,1
tt0162080,8,50,1
tt0162109,8,69,1
tt0162811,63,436,1
tt0162815,6,40,1
tt0162822,20,306,1
tt0162829,9,970,1
tt0162833,8,60,1
tt0163432,9,160,1
tt0163437,9,305,1
tt0163458,5,52,1
tt0163470,6,41,1
tt0163488,9,142,1
tt0163503,9,529,1
tt0163507,8,220,1
tt0163924,9,493,1
tt0163929,6,176,1
tt0163936,9,322,1
tt0163963,9,415,1
tt0163967,9,228,1
tt0164250,7,65,1
tt0164284,9,68,1
tt0164295,6,43,1
tt0165001,45,800,1
tt0165011,9,234,1
tt0165042,9,268,1
tt0165050,5,24,1
tt0165064,7,1045,1
tt0165581,9,207,1
tt0165592,9,304,1
tt0165593,9,121,1
tt0165594,12,273,1
tt0165598,8,200,1
tt0166036,6,36,1
tt0166053,5,39,1
tt0166064,9,664,1
tt0166413,5,42,1
tt0166417,8,9,1
tt0166423,8,73,1
tt0166428,9,22,1
tt0166442,36,3704,1
tt0166457,6,19,1
tt0166458,9,86,1
tt0166909,62,149,1
tt0166914,6,49,1
tt0166927,9,146,1
tt0167515,5,4281,1
tt0167640,5,33,1
tt0167643,8,101,1
tt0167644,9,54,1
tt0167648,5,111,1
tt0167743,5,93,1
tt0168013,35,50,1
tt0168275,7,409,1
tt0168318,5,82,1
tt0168348,9,274,1
tt0168358,9,541,1
tt0168366,9,1250,1
tt0168429,7,12,1
tt0168596,9,61,1
tt0169414,9,259,1
tt0169438,9,419,1
tt0169446,48,256,1
tt0169447,5,85,1
tt0169455,9,278,1
tt0169456,9,46,1
tt0169458,9,138,1
tt0169462,9,44,1
tt0169491,9,145,1
tt0169504,9,56,1
tt0169505,9,37,1
tt0169515,5,107,1
tt0169518,5,59,1
tt0170930,8,2052,1
tt0170968,9,2145,1
tt0170980,9,4395,1
tt0170994,9,142,1
tt0171011,9,125,1
tt0171925,19,498,1
tt0171980,7,79,1
tt0171985,7,188,1
tt0171992,5,25,1
tt0172014,9,104,1
tt0172022,5,36,1
tt0172023,5,24,1
tt0172046,6,14,1
tt0172049,6,78,1
tt0172057,9,480,1
tt0172064,5,160,1
tt0172754,5,65,1
tt0173528,5,100,1
tt0173531,9,171,1
tt0173536,9,78,1
tt0173548,9,371,1
tt0173549,5,75,1
tt0173664,5,117,1
tt0173902,5,35,1
tt0174376,9,115,1
tt0174378,6,129,1
tt0174397,29,31,1
tt0174404,8,50,1
tt0174418,9,260,1
tt0174431,9,92,1
tt0175058,6,80,1
tt0175406,9,49,1
tt0176095,9,601,1
tt0176357,9,164,1
tt0176372,7,207,1
tt0176374,26,376,1
tt0176382,7,27,1
tt0177440,9,1330,1
tt0177446,9,3123,1
tt0177448,9,3583,1
tt0177455,6,75,1
tt0177458,9,223,1
tt0177465,53,559,1
tt0177991,5,96,1
tt0178131,9,103,1
tt0178132,9,267,1
tt0178142,9,1033,1
tt0178146,5,700,1
tt0178163,5,16,1
tt0179015,6,53,1
tt0179028,5,49,1
tt0179033,8,165,1
tt0179034,7,138,1
tt0179050,7,28,1
tt0179052,8,137,1
tt0179056,5,53,1
tt0179558,5,65,1
tt0179614,9,250,1
tt0179621,42,109,1
tt0180374,5,31,1
tt0180384,5,113,1
tt0180385,7,16,1
tt0181204,9,63,1
tt0181246,5,9,1
tt0181255,5,75,1
tt0181260,9,1132,1
tt0181261,9,3179,1
tt0181269,9,1282,1
tt0181922,6,179,1
tt0181937,9,46,1
tt0182552,7,306,1
tt0182566,8,68,1
tt0182568,6,6,1
tt0182575,5,66,1
tt0182576,9,415,1
tt0182607,9,1285,1
tt0182630,7,81,1
tt0182648,5,28,1
tt0184090,8,1989,1
tt0184096,8,19,1
tt0184111,6,80,1
tt0184118,8,80,1
tt0184122,9,1103,1
tt0184144,9,262,1
tt0184147,6,53,1
tt0185049,6,3428,1
tt0185058,9,31,1
tt0185065,25,4301,1
tt0185073,9,27,1
tt0185075,8,48,1
tt0185103,9,1586,1
tt0185121,30,95,1
tt0185130,6,292,1
tt0185406,7,94,1
tt0185790,9,563,1
tt0185794,9,247,1
tt0185801,5,110,1
tt0187671,9,705,1
tt0188316,9,507,1
tt0188318,9,56,1
tt0188335,51,62,1
tt0188336,5,83,1
tt0188343,5,187,1
tt0188349,9,205,1
tt0188357,9,112,1
tt0188365,5,50,1
tt0188370,6,229,1
tt0189240,9,115,1
tt0189251,9,20,1
