tconst,num_seasons,num_episodes,long
tt0057788,1,12,0
tt0057789,2,27,0
tt0057790,2,32,0
tt0057792,1,13,0
tt0057793,3,78,0
tt0057794,1,32,0
tt0057795,1,34,0
tt0057796,1,13,0
tt0057797,1,3,0
tt0057798,4,110,0
tt0057799,1,34,0
tt0057800,1,4,0
tt0057801,1,26,0
tt0057802,8,729,1
tt0057803,1,382,0
tt0057826,1,13,0
tt0058789,2,26,0
tt0058790,3,39,0
tt0058791,4,112,0
tt0058792,2,48,0
tt0058793,1,26,0
tt0058794,1,13,0
tt0058795,2,176,0
tt0058796,1,14700,0
tt0058797,9,263,1
tt0058798,1,1,0
tt0058800,2,65,0
tt0058801,9,241,1
tt0058802,1,3,0
tt0058803,1,26,0
tt0058804,1,13,0
tt0058805,5,139,1
tt0058806,1,32,0
tt0058807,2,52,0
tt0058808,6,170,1
tt0058810,4,705,0
tt0058811,1,26,0
tt0058812,6,168,1
tt0058813,1,21,0
tt0058814,1,31,0
tt0058815,5,139,1
tt0058816,3,82,0
tt0058817,1,52,0
tt0058818,1,30,0
tt0058819,2,56,0
tt0058820,1,34,0
tt0058821,3,20,0
tt0058822,1,26,0
tt0058823,1,27,0
tt0058824,3,84,0
tt0058825,1,34,0
tt0058826,1,26,0
tt0058827,1,196,0
tt0058828,1,26,0
tt0058829,1,30,0
tt0058830,1,30,0
tt0058831,1,197,0
tt0058832,1,197,0
tt0058833,1,395,0
tt0058834,1,17,0
tt0058835,1,38,0
tt0058836,4,49,0
tt0058837,1,17,0
tt0058839,1,165,0
tt0058840,2,58,0
tt0058841,3,32,0
tt0058842,7,87,1
tt0058843,2,26,0
tt0058844,3,85,0
